#  INDEX    X            Y            INTENSITY    ELLIPT    ANGLE
 26181   0.66682800   0.28346533          56933    0.5240     34.8
 26182   0.82566067   0.42164467          68445    0.2180    123.5
 26183   0.88637000   0.80239067          32857    0.0960     40.8
 26184   0.00163067   0.22862000          79535    0.5470      5.8
 26185   0.08896133   0.22850467           9794    0.6540    170.0
 26186   0.85869267   0.62638267         119807    0.0560    155.7
 26187   0.74330400   0.45341200         113473    0.4670     89.5
 26188   0.47712600   0.57412000          11522    0.6030    173.4
 26189   0.04075533   0.52519533         180293    0.1700    143.9
 26190   0.72304067   0.83286067         108663    0.1510     19.7
 26191   0.54946467   0.19732933          15289    0.1340     93.1
 26192   0.31186600   0.80732467         393354    0.0210    159.2
 26193   0.41156467   0.98298333           3882    0.4680     38.6
 26194   0.29328600   0.12977533         190550    0.0410    147.8
 26195   0.56473467   0.49284733          10549    0.1800    118.0
 26196   0.92316000   0.32180333         201896    0.0460     12.3
 26197   0.70163667   0.08391067          12361    0.4190     46.1
 26198   0.16552533   0.85395667         116173    0.0470     37.9
 26199   0.64502733   0.55479000         147702    0.1400    159.8
 26200   0.44634800   0.68735400          49837    0.2070    158.1
 26201   0.29906467   0.96514600          10570    0.2350     47.8
 26202   0.63735533   0.73041800          38556    0.2150    123.3
 26203   0.18555933   0.03599067          58485    0.2910     14.0
 26204   0.33108533   0.06967733         321969    0.0950    126.7
 26205   0.56887933   0.01850600          24491    0.2480    146.5
 26206   0.35271867   0.23144867         253240    0.1170    123.8
 26207   0.14610267   0.72696200          66736    0.0560     26.0
 26208   0.21692467   0.39970333          59986    0.3510    169.5
 26209   0.03002800   0.84630800           5924    0.3570    138.1
 26210   0.53064600   0.92565400          51762    0.1540     13.2
 26211   0.08551467   0.25167867         120047    0.1000     92.6
 26212   0.33912800   0.13643933           4169    0.2100    131.8
 26213   0.08546600   0.68880333           4300    0.5530    150.5
 26214   0.18219000   0.88102800          39435    0.2090      2.3
 26215   0.63769467   0.93682733          50037    0.2040      6.0
 26216   0.91235400   0.16703267           9822    0.4010    163.5
 26217   0.51584600   0.44341733          52733    0.0790     11.1
 26218   0.96622600   0.72782267           3829    0.6590      4.5
 26219   0.44893000   0.66907600          33667    0.1530     12.8
 26220   0.19511067   0.00121933          13460    0.8500     90.7
 26221   0.72814533   0.88017867          60856    0.3720     57.8
 26222   0.13646467   0.45069733          97202    0.0810    154.1
 26223   0.50355600   0.53887533          11060    0.3850     52.7
 26224   0.39263533   0.32521600          62671    0.1160    178.1
 26225   0.85612867   0.39031800          51389    0.2500      4.8
 26226   0.41227867   0.09174067           8695    0.2900     22.6
 26227   0.42727333   0.39626200          55966    0.4530    123.7
 26228   0.97402000   0.35830267          82824    0.0570    111.5
 26229   0.32063933   0.96926267          70983    0.0770    163.5
 26230   0.13007133   0.24717667         201910    0.0480     12.4
 26231   0.42646933   0.75374267           8394    0.6700    165.1
 26232   0.42703267   0.24043400         151886    0.4170     36.4
 26233   0.11777200   0.10771533         128780    0.5290    177.9
 26234   0.34461267   0.89786600         119306    0.0840      2.9
 26235   0.95314467   0.58123133          56888    0.1680      5.8
 26236   0.50905400   0.20598800          16704    0.1680     89.2
 26237   0.93689333   0.85462000          12076    0.1910     37.7
 26238   0.86374733   0.19534867         318415    0.0250    128.9
 26239   0.95464867   0.02740000         386356    0.0910    119.9
 26240   0.63577067   0.48035667          93008    0.2260    151.4
 26241   0.79696867   0.88199800          91702    0.0770    171.5
 26242   0.71261133   0.96325267         270467    0.1400     53.1
 26243   0.13513600   0.19367000          28321    0.1320    120.1
 26244   0.36733200   0.03696333           4072    0.3240      1.0
 26245   0.90541333   0.22556800          52842    0.0910    131.2
 26246   0.12594467   0.92318200          85988    0.3220    150.7
 26247   0.86523467   0.27315533          64968    0.5490     22.0
 26248   0.80386400   0.66759533         386033    0.2430    153.1
 26249   0.89216400   0.75218467         245976    0.1460     80.9
 26250   0.98025667   0.02178533          59899    0.0090    165.7
 26251   0.00126267   0.60258267          58490    0.2360    169.5
 26252   0.50451200   0.33560667          23544    0.2830    160.1
 26253   0.47782800   0.27260067          48018    0.1210     12.9
 26254   0.20277133   0.35635933         190521    0.7120    100.7
 26255   0.90898933   0.54743200           5542    0.5420     90.6
 26256   0.26609000   0.35597733          15780    0.0790    160.1
 26257   0.57384400   0.52725267         226924    0.0600    146.3
 26258   0.39967067   0.79742000           4064    0.5350    162.3
 26259   0.55255200   0.85756800          27333    0.3340     88.3
 26260   0.72581000   0.40312467          69988    0.1540     83.2
 26261   0.99510333   0.31955067           5593    0.1580    133.1
 26262   0.20458067   0.81351400         384779    0.0660     71.2
 26263   0.29290800   0.00342267         108631    0.6000     91.1
 26264   0.63709267   0.06303600         137563    0.0310     63.1
 26265   0.52804600   0.91508133          16747    0.1220    175.5
 26266   0.95549533   0.08351200          60962    0.0680     44.0
 26267   0.22501933   0.16806733         174490    0.1420     72.2
 26268   0.49881267   0.28409133           5368    0.4640     82.7
 26269   0.66922867   0.40678000         123271    0.1360    143.6
 26270   0.14378933   0.74901200         239044    0.2220      3.2
 26271   0.55796667   0.74094800          78333    0.4650     14.3
 26272   0.23482667   0.71709267          42241    0.1850     98.1
 26273   0.99870067   0.96027333         120279    0.6450    180.0
 26274   0.27145600   0.41705200          36027    0.5310     19.1
 26275   0.15172400   0.19069000         201791    0.1610     28.0
 26276   0.25799133   0.94231467           4390    0.3100      1.5
 26277   0.25421200   0.25950333          36304    0.0940    173.1
 26278   0.93460200   0.48342400         108119    0.0390    120.0
 26279   0.71674667   0.32037333          64395    0.1920     23.4
 26280   0.89238400   0.52980200          10228    0.3740      7.9
 26281   0.99861133   0.06111067         174427    0.5390    179.4
 26282   0.09760400   0.51623200         236339    0.2610     26.3
 26283   0.79002333   0.71234467          50737    0.3840     13.1
 26284   0.20787067   0.71470133          59900    0.4160     94.4
 26285   0.46728733   0.37310133          11724    0.1980     16.5
 26286   0.42575467   0.57831600          31406    0.2310    174.5
 26287   0.81295733   0.72437733          90102    0.2690      1.6
 26288   0.21137733   0.19687933         169666    0.0330    151.0
 26289   0.77280067   0.38660133          78871    0.3590     81.0
 26290   0.58886600   0.88357467           6841    0.1780     40.2
 26291   0.20662667   0.34103267         228315    0.3670     43.5
 26292   0.99803067   0.29401533          26445    0.0240    178.3
 26293   0.20281467   0.98328400           7875    0.3630     19.4
 26294   0.76798267   0.48604067          42824    0.1460     84.4
 26295   0.65893267   0.20014933         497879    0.0390     85.4
 26296   0.00866600   0.24644133          58771    0.1360     78.5
 26297   0.67214667   0.42311133          51787    0.2570    150.6
 26298   0.48942067   0.25558667           7363    0.2410     71.6
 26299   0.63632267   0.24370267           5362    0.3320    137.0
 26300   0.29798533   0.21597000          66610    0.3510     27.4
 26301   0.89108933   0.56579400         290566    0.1220    165.3
 26302   0.44286000   0.33566267         127563    0.0500    115.1
 26303   0.01557333   0.04979600         495438    0.3830     89.6
 26304   0.75018600   0.15664867          55740    0.3070    158.3
 26305   0.84160733   0.09136267           4554    0.3190     89.5
 26306   0.83026867   0.04440467         248200    0.1250     98.7
 26307   0.55096200   0.05669400           4289    0.3240     88.2
 26308   0.60088000   0.02311000          68090    0.0620      3.3
 26309   0.03249333   0.43825200          37514    0.0220    139.2
 26310   0.76116267   0.58695867          11178    0.1310    131.6
 26311   0.71922000   0.95758000          22310    0.0830    123.1
 26312   0.38745533   0.22257533         216683    0.0790     90.3
 26313   0.99278600   0.50817800          16409    0.2140     49.9
 26314   0.68150933   0.27448867         191838    0.0260     78.6
 26315   0.04927667   0.60808667          12977    0.1080    131.2
 26316   0.15168400   0.92891200           9363    0.5650    105.3
 26317   0.71469400   0.47915733          59202    0.6550    169.5
 26318   0.78080133   0.57950533           9775    0.5010     13.9
 26319   0.76395333   0.63666333          28583    0.0650     32.8
 26320   0.38396533   0.76717067          11437    0.1700     29.0
 26321   0.75079333   0.44569333          82750    0.0880    102.6
 26322   0.57174400   0.07846933          96023    0.3070     55.2
 26323   0.68507667   0.61495333           9401    0.3820     97.7
 26324   0.50837467   0.22656000         123566    0.1010      0.8
 26325   0.06306533   0.08153400         113368    0.0710    153.7
 26326   0.43594467   0.03966667          23413    0.4440      0.2
 26327   0.86523733   0.58027800           7455    0.2560    106.1
 26328   0.11552267   0.84678000          64284    0.4090     98.8
 26329   0.70856333   0.42608800          13792    0.4210    170.6
 26330   0.96904000   0.31760067         307781    0.4440      0.1
 26331   0.11183267   0.44250333          84818    0.0830    142.8
 26332   0.01523533   0.42106667           7293    0.2340     72.7
 26333   0.56840933   0.48322600          14583    0.3680     56.8
 26334   0.19158333   0.28984800          21274    0.3030     32.4
 26335   0.68341933   0.70562400         204571    0.3620     47.2
 26336   0.89738600   0.34202600         134439    0.3090    126.6
 26337   0.07827533   0.73053467         130759    0.0740      8.4
 26338   0.68966267   0.88251267          41020    0.1020    153.1
 26339   0.82393333   0.24263867          22922    0.2030    163.0
 26340   0.32112600   0.67039400         213452    0.0540     40.9
 26341   0.10934667   0.51465067         131540    0.3780    148.3
 26342   0.88697600   0.02402800          80317    0.0450     18.7
 26343   0.37486200   0.82754800         109743    0.6770     44.2
 26344   0.78780600   0.69712000          24666    0.4940    128.7
 26345   0.26417933   0.17443400          32086    0.0770     25.0
 26346   0.08550867   0.45833067           6389    0.6610      3.2
 26347   0.47247333   0.82108467          19125    0.2960    164.2
 26348   0.09059000   0.34699933          55146    0.0500     42.2
 26349   0.91988800   0.81834000           4171    0.3390     89.6
 26350   0.12646667   0.61691267           6755    0.1790    133.1
 26351   0.11203333   0.27094133          15356    0.2080     15.1
 26352   0.11869267   0.01934733          14131    0.4900    119.5
 26353   0.12383400   0.79538333          89529    0.0690     52.3
 26354   0.76475800   0.01043800           5926    0.7120    169.8
 26355   0.00457333   0.65122533         435103    0.0550     86.5
 26356   0.56582000   0.32122867          75407    0.0470    139.2
 26357   0.41681733   0.05202200          61213    0.1240     26.2
 26358   0.69704133   0.25709400          72476    0.1390     36.0
 26359   0.50062600   0.24644733          13289    0.1080     19.7
 26360   0.28254933   0.02862133         315170    0.2020     90.6
 26361   0.63843267   0.68328600         320974    0.0660    143.4
 26362   0.00865333   0.81223533          53411    0.1140      6.0
 26363   0.74089467   0.89760067          45187    0.1830      0.8
 26364   0.63835400   0.27593467          76540    0.1350     88.9
 26365   0.81006333   0.16939400         207906    0.0500    156.5
 26366   0.59034200   0.76596000         130056    0.0830     69.1
 26367   0.78952467   0.60656067         262507    0.0270     44.8
 26368   0.60590733   0.19060467          12650    0.3310      7.1
 26369   0.18656200   0.69414933          14842    0.2810      8.8
 26370   0.69781200   0.15644267         463753    0.3840    105.6
 26371   0.94962000   0.85932467          69513    0.3400     16.3
 26372   0.59575000   0.96079733          97056    0.0560     68.8
 26373   0.85392867   0.71675467          43778    0.3580    132.9
 26374   0.03383733   0.97346267          26475    0.2170    114.6
 26375   0.93390400   0.75461600          96617    0.1560    159.6
 26376   0.52770733   0.34707933          95308    0.2220      8.7
 26377   0.10971600   0.86511800          41896    0.1270    157.7
 26378   0.10544733   0.29073267           6743    0.5510     46.7
 26379   0.90173133   0.45584200          96193    0.4170      8.3
 26380   0.63295333   0.74391933          11380    0.1290    169.5
 26381   0.03329400   0.79774200         249100    0.0820    158.3
 26382   0.89292467   0.16878467         156026    0.1170    122.0
 26383   0.07624200   0.31805067         250160    0.1030     19.5
 26384   0.91494133   0.49297800         145084    0.1040    121.1
 26385   0.93001533   0.91387933          84017    0.3470    159.8
 26386   0.73558800   0.35091867           5883    0.2180     45.1
 26387   0.72917800   0.50492933         105268    0.0300    122.5
 26388   0.00995467   0.75164933         352163    0.0720    133.6
 26389   0.17031600   0.72821067          80907    0.0750     93.6
 26390   0.43041533   0.51175867         240692    0.1210    151.1
 26391   0.99273600   0.55125467         131793    0.0770     97.7
 26392   0.24750667   0.37775933          64566    0.1630    173.0
 26393   0.49062600   0.52122400          26271    0.1890    106.8
 26394   0.92856467   0.50146933          84101    0.0750     18.8
 26395   0.95532067   0.38974333           9260    0.4810     38.5
 26396   0.57913067   0.60191133          42513    0.2400    143.0
 26397   0.02433533   0.73966467          56370    0.0760     93.9
 26398   0.03856800   0.35541533           4243    0.3540    134.3
 26399   0.06115333   0.20979333          25651    0.0170    170.3
 26400   0.67841933   0.37171400         194717    0.3720    165.1
 26401   0.79648467   0.79702200         334738    0.0330     88.6
 26402   0.72363000   0.94592333          26247    0.1070     13.6
 26403   0.85386600   0.09794800         225888    0.1990    146.9
 26404   0.41417933   0.56790200          38495    0.2540     12.1
 26405   0.98129800   0.32214333         144761    0.0940    138.1
 26406   0.59760267   0.87108800         194292    0.2950    142.6
 26407   0.75645533   0.27993933           7965    0.3040     39.1
 26408   0.11297200   0.73212200         392337    0.0310     89.7
 26409   0.18186133   0.32637733         274826    0.0340    175.5
 26410   0.35831533   0.54109067          90585    0.1480    162.4
 26411   0.01413667   0.85106200         177564    0.1500     76.2
 26412   0.29338533   0.16554733         225657    0.1010    162.6
 26413   0.98466800   0.59375467          48337    0.2980    175.2
 26414   0.59013800   0.13525400         178235    0.3610     43.2
 26415   0.94786933   0.63386600         215874    0.1230     48.1
 26416   0.81114067   0.60377400          11022    0.1960    135.6
 26417   0.02391467   0.00645867           8849    0.6420      1.9
 26418   0.76109267   0.50105800         176215    0.3530    117.1
 26419   0.82991533   0.18961867          48680    0.3070    127.7
 26420   0.90218467   0.76451733          14882    0.6060     17.1
 26421   0.91221800   0.56372067           6399    0.1750    147.2
 26422   0.27225933   0.96878600         132662    0.1070    141.6
 26423   0.26751933   0.10534133         315696    0.0540    137.8
 26424   0.46452867   0.63129667           3986    0.4570    178.7
 26425   0.91391800   0.19958800          42602    0.1460    129.7
 26426   0.51071733   0.09226467         294848    0.0640    146.5
 26427   0.38159000   0.06207200          51628    0.0580     15.7
 26428   0.82533000   0.68742000         257961    0.1860     89.8
 26429   0.78678733   0.90766200           5528    0.0620    175.7
 26430   0.74733333   0.12854933          49629    0.2130    120.8
 26431   0.26160400   0.30555133         452987    0.0450     58.8
 26432   0.67581067   0.41666200          47534    0.5250     72.9
 26433   0.64273267   0.82611667          42424    0.0300    171.5
 26434   0.66466667   0.07296867           4008    0.3220    178.5
 26435   0.63713533   0.53003667          98222    0.2420    178.4
 26436   0.89758733   0.57436467          98810    0.4110     21.3
 26437   0.38994133   0.17461533           8065    0.0420     43.2
 26438   0.15250933   0.37353333          18491    0.2620    176.4
 26439   0.85053333   0.95192400         256805    0.0230      2.1
 26440   0.89521667   0.43504533         122702    0.2500     77.2
 26441   0.44417333   0.90653333         252468    0.0510    150.0
 26442   0.37348733   0.68009533         248302    0.0350    140.6
 26443   0.18166867   0.51028467          38804    0.3930     89.2
 26444   0.87257667   0.79754600         108530    0.0400    168.8
 26445   0.02528867   0.74720133          62394    0.2760    135.5
 26446   0.02838333   0.70862267         245231    0.0080     15.0
 26447   0.97279733   0.96489333         148971    0.3690     32.0
 26448   0.71532667   0.42844800          40000    0.2010    107.0
 26449   0.72277933   0.32853533          91120    0.0070     49.1
 26450   0.17932067   0.00140267          38030    0.4620     90.6
 26451   0.84892067   0.67176867           6021    0.3310    166.2
 26452   0.25777533   0.01692467           7053    0.2780     80.1
 26453   0.33824333   0.95758133          20154    0.1050     30.1
 26454   0.95013533   0.71584467         394680    0.2710    145.4
 26455   0.03637200   0.60703200          98487    0.0260    178.9
 26456   0.24786467   0.21785400         142027    0.0520      6.9
 26457   0.59234533   0.97316267         373057    0.0980    136.6
 26458   0.07295333   0.19340600           7293    0.3530     41.6
 26459   0.76994267   0.29451400          16440    0.1950     76.7
 26460   0.08884067   0.45481200         194619    0.1050     42.3
 26461   0.56237600   0.18982600         213530    0.2120     30.3
 26462   0.93933333   0.99666667           5014    0.5000      0.0
 26463   0.98982267   0.45225533           5440    0.7410    172.6
 26464   0.80413667   0.26875200          37507    0.2010    101.6
 26465   0.03033933   0.47098333          85199    0.1480     59.4
 26466   0.39768867   0.21500267         254115    0.0330    109.4
 26467   0.74066200   0.68499067           4490    0.3180    179.2
 26468   0.48927533   0.84144133         153090    0.3840    159.2
 26469   0.21703000   0.86157600         100366    0.0500    166.4
 26470   0.66858267   0.16015133           5983    0.4520    173.2
 26471   0.94563067   0.24447600           9090    0.2000      2.0
 26472   0.09774867   0.94291067         255765    0.0800     10.0
 26473   0.34696067   0.17325600         109376    0.1140     12.7
 26474   0.72195067   0.50059333          76682    0.3130     92.9
 26475   0.51378267   0.29392600         167730    0.0340    112.6
 26476   0.00855933   0.86411067          22613    0.1150    134.3
 26477   0.61924933   0.88016933         114316    0.3050    131.7
 26478   0.73617733   0.38609400          10485    0.3750     10.3
 26479   0.75902600   0.43361000          25602    0.0660     28.1
 26480   0.64820000   0.32465600          13135    0.2030     89.8
 26481   0.99123933   0.54507933           6466    0.2570     73.6
 26482   0.63447733   0.58536867          45686    0.3190     88.0
 26483   0.57980467   0.09107133         330720    0.2990      9.1
 26484   0.10113933   0.13698733          59382    0.1570     17.9
 26485   0.31367933   0.18857267          14974    0.1650     90.8
 26486   0.82240733   0.63394267           6932    0.5600    150.8
 26487   0.41057800   0.84319800         123788    0.0260    179.4
 26488   0.87573733   0.46134933           7568    0.7140     43.7
 26489   0.18946267   0.49383533          14686    0.2200    130.6
 26490   0.10939133   0.83714267         265372    0.2230    101.0
 26491   0.02817600   0.35447200         124784    0.0540     87.2
 26492   0.98787400   0.11539867          32558    0.3230      3.2
 26493   0.84456867   0.11960400           9378    0.2590     72.0
 26494   0.52461133   0.40967400          83032    0.2370     84.4
 26495   0.90923733   0.78930467          12788    0.1360     40.4
 26496   0.29401133   0.32637133          20325    0.1820    178.2
 26497   0.38816933   0.36437133         189979    0.2910     32.3
 26498   0.53838400   0.35413600         313765    0.0550     33.4
 26499   0.04293267   0.88529867          14900    0.2490     56.7
 26500   0.97903800   0.71060400          24450    0.2280     19.1
 26501   0.64433867   0.73633267           5351    0.3820    136.2
 26502   0.97315467   0.68012800         122962    0.1140    122.2
 26503   0.56492200   0.96065933          75413    0.2260    162.7
 26504   0.83667133   0.76498267           3657    0.3310      1.4
 26505   0.73167467   0.43187067         140460    0.0380    154.7
 26506   0.75640333   0.76829800          19344    0.3790     52.6
 26507   0.93433667   0.70478400          34302    0.0420    128.8
 26508   0.35449933   0.56825133          11852    0.3800      1.5
 26509   0.32191533   0.93943000         264372    0.0880    172.4
 26510   0.11177267   0.01379200         218161    0.0510      2.9
 26511   0.65754933   0.53715667         166917    0.1440     13.3
 26512   0.83092267   0.63863533          20516    0.3360      8.1
 26513   0.92041467   0.37258200         146992    0.1490    109.0
 26514   0.83985267   0.15672867          21154    0.2160    107.4
 26515   0.48751200   0.08144867         381207    0.0230    107.7
 26516   0.20739333   0.46926867          98072    0.1870    111.2
 26517   0.73814333   0.14890467           4893    0.2780     27.7
 26518   0.94969800   0.12184600          15972    0.2430     52.2
 26519   0.57975600   0.46556400           5578    0.1690    133.6
 26520   0.57049333   0.36687467          13926    0.2900     25.5
 26521   0.04742200   0.37848867          66305    0.0640     18.1
 26522   0.70028533   0.41252600          95310    0.1970     69.3
 26523   0.12188333   0.03926067         151407    0.1930     98.2
 26524   0.34757467   0.85806933          86471    0.2740     21.1
 26525   0.48439000   0.68625867           7968    0.0560    174.7
 26526   0.58003733   0.78905000         112558    0.1180     57.3
 26527   0.06463867   0.92556667          24410    0.4710    168.5
 26528   0.16225800   0.43022533         253856    0.3470     37.6
 26529   0.45161467   0.09332800          25098    0.1400    178.7
 26530   0.04606133   0.91408067          51839    0.1310      8.7
 26531   0.59007867   0.34103933         370736    0.1940    136.9
 26532   0.48590333   0.07371867          18792    0.2300     70.4
 26533   0.93764667   0.06830800          31016    0.1840     95.2
 26534   0.08879000   0.74021133          10908    0.2260     60.0
 26535   0.98069133   0.04256600         135978    0.0300     44.1
 26536   0.01608467   0.63697533          47469    0.6040      0.6
 26537   0.57444800   0.05372733         166252    0.1460      9.5
 26538   0.85866467   0.93563867           8910    0.2290     90.9
 26539   0.10950133   0.11550867          44884    0.0740    155.8
 26540   0.52705133   0.43839400         311943    0.0910     89.2
 26541   0.14496933   0.66293400         219629    0.4360     59.1
 26542   0.23745267   0.45575867           4054    0.5420    167.5
 26543   0.40476333   0.27652267          69784    0.2100     44.7
 26544   0.34046600   0.47157800         110208    0.0800    128.9
 26545   0.66089400   0.16004800         105250    0.1020     54.5
 26546   0.79840933   0.54137133          79936    0.1990     17.3
 26547   0.91529200   0.33200333          55468    0.2160    146.7
 26548   0.94858800   0.23968467         122968    0.1330     45.7
 26549   0.32219667   0.86322600          35483    0.1070    126.1
 26550   0.46210000   0.32018333          17321    0.6240     49.1
 26551   0.54375400   0.47042067          10314    0.2040     15.9
 26552   0.78055333   0.71498067         132714    0.0080     10.2
 26553   0.56433467   0.88622333           8897    0.3030     76.1
 26554   0.35116400   0.11035733         114369    0.1030     48.6
 26555   0.57884133   0.22264133         462940    0.0700     51.8
 26556   0.80591200   0.44807733          16128    0.7160     13.0
 26557   0.71810467   0.60860800          42537    0.4830      6.5
 26558   0.79438733   0.29242667          79782    0.4740    101.0
 26559   0.71859533   0.43226667         143830    0.0720    140.0
 26560   0.73099333   0.79936867           4520    0.3290     90.4
 26561   0.91730400   0.22501800           4240    0.3280      2.8
 26562   0.31385533   0.71631800           9035    0.2720      0.1
 26563   0.52303067   0.01388000          87581    0.1040    166.8
 26564   0.06155867   0.63408533          10991    0.2200     74.2
 26565   0.79019400   0.10590333           6207    0.1130      8.5
 26566   0.31021067   0.41630067         167716    0.0720    173.1
 26567   0.51569733   0.01249200          38772    0.0170     29.4
 26568   0.79928867   0.17342533         140277    0.4910     91.0
 26569   0.90978067   0.96692800          32314    0.3210     24.8
 26570   0.37918000   0.96558333          19280    0.1680     90.0
 26571   0.14650133   0.21209267          75523    0.0340    140.7
 26572   0.55662667   0.21973800          27965    0.2460     54.1
 26573   0.96350667   0.37204067         129120    0.1230     81.8
 26574   0.15836000   0.89808067          72310    0.1810    105.3
 26575   0.65394867   0.88155867         103640    0.1620      5.5
 26576   0.71704533   0.42391000         128386    0.0980     39.0
 26577   0.32044267   0.64901467          68491    0.1490    141.6
 26578   0.71598000   0.52166867          34638    0.3260     13.6
 26579   0.49043333   0.50167133           7968    0.1660     85.2
 26580   0.74878067   0.77506733           6485    0.2330    108.7
 26581   0.81778267   0.01349267         264036    0.1080      0.3
 26582   0.52299467   0.62154467          39527    0.4290    122.6
 26583   0.91741267   0.51700733          38025    0.3650    108.8
 26584   0.79631733   0.73668467          18347    0.1740     69.2
 26585   0.85156600   0.23449933          73380    0.1280     29.7
 26586   0.17541333   0.74698733           4250    0.0960     58.0
 26587   0.80150733   0.52713600          10522    0.1210      3.7
 26588   0.35374133   0.61320600          63333    0.0070     28.5
 26589   0.79770467   0.23128200          93697    0.1700     47.4
 26590   0.99284933   0.59139400          77132    0.3870    164.9
 26591   0.87788200   0.74028267           4859    0.0850      6.9
 26592   0.12025533   0.39554067         264803    0.1220     73.6
 26593   0.02752267   0.93363400         133712    0.1070    112.6
 26594   0.71192600   0.71561533          32383    0.1750    127.4
 26595   0.49747867   0.25364600          23892    0.0520     51.2
 26596   0.07734533   0.60277067          96590    0.0930     94.9
 26597   0.33414133   0.49486200          99915    0.1170    158.5
 26598   0.76398200   0.50206333          50560    0.1120     60.3
 26599   0.52750800   0.37321200         165541    0.1420    155.2
 26600   0.88572067   0.21687133         346818    0.0650     29.4
 26601   0.70734733   0.03993467         171281    0.0330     48.4
 26602   0.26219133   0.26042733          14420    0.2740     25.9
 26603   0.88330933   0.90847067         213509    0.0700    138.9
 26604   0.38357800   0.48375867          22160    0.4740      3.5
 26605   0.53797067   0.17040933           4768    0.3210    179.9
 26606   0.47062467   0.20264000          41037    0.1080     43.3
 26607   0.46944667   0.91317067         115801    0.1050      1.2
 26608   0.06902933   0.37620467         182058    0.1250    147.6
 26609   0.28386133   0.76493800          35083    0.2620    173.9
 26610   0.79803933   0.25148667          15602    0.4100    100.0
 26611   0.65929933   0.04072733         116381    0.0790      0.2
 26612   0.92027600   0.13099933         267100    0.1850     35.3
 26613   0.47695933   0.42192133          22134    0.4100     82.3
 26614   0.73430533   0.04412533          11795    0.3770      7.2
 26615   0.48563000   0.16487933          96437    0.0160     82.9
 26616   0.41211467   0.17473933          45424    0.0800    127.1
 26617   0.91852400   0.33230400          34080    0.2890    164.2
 26618   0.64789133   0.10671267         154248    0.0690     84.5
 26619   0.88214800   0.27646333         101483    0.3280     12.7
 26620   0.58055867   0.76300000          27383    0.5140      0.5
 26621   0.77957600   0.64102267          43045    0.3860     87.4
 26622   0.48794600   0.61401200          70232    0.1920    150.1
 26623   0.20986200   0.30845667          43561    0.0520     18.9
 26624   0.69054867   0.29757067         496280    0.3410     18.3
 26625   0.44159600   0.89192667         164050    0.1150     53.6
 26626   0.91913933   0.42918400          19409    0.2740     91.2
 26627   0.10587333   0.43706067          83411    0.2780    153.5
 26628   0.10457200   0.34242333         273756    0.0910     34.3
 26629   0.45906333   0.92545200           6831    0.2660    162.0
 26630   0.19609133   0.81649867          52446    0.0490     31.8
 26631   0.30085933   0.14710000         101372    0.0310     27.5
 26632   0.56743933   0.99382533         341533    0.0440    126.3
 26633   0.41791733   0.63385600          12663    0.2620      8.5
 26634   0.87672800   0.75485733         104420    0.0860    115.8
 26635   0.37546000   0.11791667          11004    0.1530    163.6
 26636   0.37685000   0.85808000          11520    0.2490    129.2
 26637   0.05133067   0.16014333           4702    0.4340     88.9
 26638   0.25921533   0.05722200          29969    0.5830     37.0
 26639   0.64459600   0.24276133          40189    0.1510     63.9
 26640   0.54299067   0.06297600           5991    0.0160    133.7
 26641   0.98955400   0.24275467          78526    0.1100    131.3
 26642   0.91018133   0.25371267         203492    0.0260    111.0
 26643   0.77072667   0.49757533         173666    0.1370     92.6
 26644   0.37833533   0.84463600           6246    0.1910      1.2
 26645   0.47561600   0.44157133         175324    0.1080      5.0
 26646   0.44319267   0.71564600         154280    0.0790     72.1
 26647   0.37684600   0.08158533         187408    0.3110     78.4
 26648   0.54691600   0.03420333          24403    0.5830     94.5
 26649   0.49294600   0.73838067          33657    0.6040    178.7
 26650   0.00138533   0.55782333          23013    0.3620      4.0
 26651   0.71606933   0.75097933          29956    0.1660     58.6
 26652   0.09526333   0.95517267          73159    0.2120     79.6
 26653   0.14299667   0.91350333          20497    0.5080    157.2
 26654   0.28714800   0.93831800          78913    0.1970    142.6
 26655   0.01467667   0.76389067         396446    0.0760     63.9
 26656   0.66062133   0.92062267         303598    0.0130      8.9
 26657   0.82033800   0.97783600          39262    0.2360    175.7
 26658   0.13126400   0.45200800          67778    0.1280    169.8
 26659   0.24734400   0.58266067           5915    0.5010    178.1
 26660   0.80624067   0.49249133         257429    0.0400    125.2
 26661   0.88780067   0.90156267          89269    0.0180    150.9
 26662   0.56521267   0.25627733          10448    0.1980     73.2
 26663   0.07036400   0.79642400         101937    0.1500    136.9
 26664   0.58548533   0.02570000           5311    0.0560      1.1
 26665   0.34181733   0.36732867          62702    0.1340     55.5
 26666   0.14681200   0.57870400          11227    0.2760      8.3
 26667   0.53186933   0.60362200          96152    0.2160    141.3
 26668   0.23561067   0.30959400          66756    0.0990     51.7
 26669   0.96824467   0.47974733           7368    0.1610    152.8
 26670   0.06081533   0.20298000          12780    0.4810    178.7
 26671   0.41723200   0.11536800          14160    0.3990     63.2
 26672   0.12694933   0.81729333          48317    0.1490     60.1
 26673   0.58621133   0.51814733         229685    0.0650    110.9
 26674   0.97782600   0.45185400          24827    0.2230     34.4
 26675   0.01068267   0.95856933          13639    0.0600     60.7
 26676   0.88335133   0.82184733         345661    0.0430     84.6
 26677   0.47430733   0.48885533         100733    0.2750     16.4
 26678   0.41924667   0.46896600           5625    0.5350    179.3
